head_entity,head_type,relation,tail_type,tail_entity
1030,paper,focus,problems,数据生成
数据生成,problems,solve,method,生成对抗网络
1031,paper,use,method,生成对抗网络
1031,paper,focus,problems,人像修复
人像修复,problems,solve,method,生成对抗网络
1032,paper,use,method,生成对抗网络
1032,paper,focus,problems,图像去模糊
图像去模糊,problems,solve,method,生成对抗网络
1033,paper,use,method,生成对抗网络
1033,paper,focus,problems,超分辨率
超分辨率,problems,solve,method,生成对抗网络
1033,paper,focus,problems,去模糊
超分辨率,problems,solve,method,生成对抗网络
去模糊,problems,solve,method,生成对抗网络
1034,paper,use,method,生成对抗网络
1034,paper,focus,problems,异常检测
异常检测,problems,solve,method,生成对抗网络
1035,paper,use,method,生成对抗网络
1035,paper,use,method,网络集成
1035,paper,focus,problems,表情识别
表情识别,problems,solve,method,生成对抗网络
表情识别,problems,solve,method,网络集成
1036,paper,use,method,生成式对抗网络
1036,paper,focus,problems,自动标注
自动标注,problems,solve,method,生成式对抗网络
1037,paper,use,method,时间序列分解
1037,paper,focus,problems,流量预测
流量预测,problems,solve,method,时间序列分解
1038,paper,use,method,时间注意力机制
1038,paper,use,method,EfficientNet
1038,paper,focus,problems,为检测
为检测,problems,solve,method,时间注意力机制
为检测,problems,solve,method,EfficientNet
1039,paper,use,method,时空节点选择
1039,paper,focus,problems,交通流预测
交通流预测,problems,solve,method,时空节点选择
1040,paper,use,method,时空上下文信息增强
1040,paper,focus,problems,目标跟踪
目标跟踪,problems,solve,method,时空上下文信息增强
1041,paper,use,method,时空网络
1041,paper,focus,problems,路径规划
路径规划,problems,solve,method,时空网络
1042,paper,use,method,时空序列
1042,paper,use,method,Conv-LSTM
1042,paper,focus,problems,延误预测
延误预测,problems,solve,method,时空序列
延误预测,problems,solve,method,Conv-LSTM
1043,paper,use,method,时空正则化
1043,paper,focus,problems,行人的再识别
行人的再识别,problems,solve,method,时空正则化
1044,paper,use,method,时空注意力图卷积网络模型
1044,paper,focus,problems,动作识别
动作识别,problems,solve,method,时空注意力图卷积网络模型
1045,paper,use,method,深度可分离卷积多神经网络
1045,paper,focus,problems,恶意代码检测
恶意代码检测,problems,solve,method,深度可分离卷积多神经网络
1046,paper,use,method,失焦模糊特性
1046,paper,focus,problems,深度估计
深度估计,problems,solve,method,失焦模糊特性
1047,paper,use,method,生成对抗网络
1047,paper,focus,problems,超分辨率分析
超分辨率分析,problems,solve,method,生成对抗网络
1048,paper,use,method,生成对抗网络
1048,paper,use,method,描述生成
1049,paper,focus,problems,姿态估计
1050,paper,focus,problems,超分辨率重建
1051,paper,use,method,深度级联神经网络
1051,paper,focus,problems,运动规划
运动规划,problems,solve,method,深度级联神经网络
1052,paper,use,method,人体骨骼关键点
1052,paper,focus,problems,行为检测
行为检测,problems,solve,method,人体骨骼关键点
1053,paper,use,method,人体骨架
1053,paper,focus,problems,姿势检测
姿势检测,problems,solve,method,人体骨架
1054,paper,use,method,全卷积神经网络
1054,paper,focus,problems,图像分割
图像分割,problems,solve,method,全卷积神经网络
1055,paper,use,method,时频联合损失函数
1055,paper,focus,problems,语音增强
语音增强,problems,solve,method,时频联合损失函数
1056,paper,use,method,时序超图卷积神经网络
1056,paper,focus,problems,股票趋势预测
股票趋势预测,problems,solve,method,时序超图卷积神经网络
1057,paper,use,method,时域信号特征
1057,paper,use,method,卷积神经网络
1057,paper,focus,problems,故障诊断
故障诊断,problems,solve,method,时域信号特征
故障诊断,problems,solve,method,卷积神经网络
1058,paper,use,method,实体注意力
1058,paper,use,method,负训练
1058,paper,focus,problems,噪声过滤
噪声过滤,problems,solve,method,实体注意力
噪声过滤,problems,solve,method,负训练
1059,paper,use,method,数据增强
1059,paper,use,method,弱监督对抗训练
1059,paper,focus,problems,事件检测
事件检测,problems,solve,method,数据增强
事件检测,problems,solve,method,弱监督对抗训练
1060,paper,use,method,衰减式生成对抗网络
1060,paper,focus,problems,图像阴影去除
图像阴影去除,problems,solve,method,衰减式生成对抗网络
1061,paper,use,method,双编码器
1061,paper,focus,problems,自动摘要
自动摘要,problems,solve,method,双编码器
1062,paper,use,method,双分支条件生成对抗网络
1062,paper,focus,problems,图像去雾
图像去雾,problems,solve,method,双分支条件生成对抗网络
1063,paper,use,method,Transformer
1063,paper,focus,problems,目标跟踪
目标跟踪,problems,solve,method,Transformer
1064,paper,use,method,双流非局部残差网络
1064,paper,focus,problems,行为识别
行为识别,problems,solve,method,双流非局部残差网络
1065,paper,use,method,双流结构
1065,paper,focus,problems,行人重识别
行人重识别,problems,solve,method,双流结构
1066,paper,use,method,双微阵列
1066,paper,use,method,卷积神经网络
1066,paper,focus,problems,语音识别
语音识别,problems,solve,method,双微阵列
语音识别,problems,solve,method,卷积神经网络
1067,paper,use,method,A*算法
1067,paper,focus,problems,路径规划
路径规划,problems,solve,method,A*算法
1068,paper,use,method,双向循环生成对抗网络
1068,paper,focus,problems,入侵检测
入侵检测,problems,solve,method,双向循环生成对抗网络
1069,paper,use,method,双向长短期记忆网络
1069,paper,focus,problems,寿命预测
寿命预测,problems,solve,method,双向长短期记忆网络
1070,paper,use,method,双域自注意力机制
1070,paper,focus,problems,行人属性识别
行人属性识别,problems,solve,method,双域自注意力机制
1071,paper,use,method,双重金字塔网络
1071,paper,focus,problems,目标分割
目标分割,problems,solve,method,双重金字塔网络
1072,paper,use,method,双重注意力孪生网络
1072,paper,focus,problems,视觉跟踪
视觉跟踪,problems,solve,method,双重注意力孪生网络
1073,paper,use,method,双注意力机制信息蒸馏网络
1073,paper,focus,problems,超分辨率复原
超分辨率复原,problems,solve,method,双注意力机制信息蒸馏网络
1074,paper,use,method,双自编码器
1074,paper,use,method,Transformer
1074,paper,focus,problems,异常检测
异常检测,problems,solve,method,双自编码器
异常检测,problems,solve,method,Transformer
1075,paper,use,method,特征金字塔网络
1075,paper,focus,problems,肺结节检测
肺结节检测,problems,solve,method,特征金字塔网络
1076,paper,use,method,特征金字塔网络
1076,paper,use,method,密集网络
1076,paper,focus,problems,超分辨率重建
超分辨率重建,problems,solve,method,特征金字塔网络
超分辨率重建,problems,solve,method,密集网络
1077,paper,use,method,特征融合
1077,paper,use,method,动态多尺度空洞卷积
1077,paper,focus,problems,甲状腺分割
甲状腺分割,problems,solve,method,特征融合
甲状腺分割,problems,solve,method,动态多尺度空洞卷积
1078,paper,use,method,特征融合
1078,paper,use,method,注意力机制
1078,paper,focus,problems,影像分割
影像分割,problems,solve,method,特征融合
影像分割,problems,solve,method,注意力机制
1079,paper,use,method,特征融合图注意网络
1079,paper,focus,problems,交通流预测
交通流预测,problems,solve,method,特征融合图注意网络
1080,paper,use,method,特征选择
1080,paper,use,method,TrAdaBoost
1080,paper,focus,problems,缺陷预测
缺陷预测,problems,solve,method,特征选择
缺陷预测,problems,solve,method,TrAdaBoost
1081,paper,use,method,特征选择
1081,paper,use,method,深度信念网络
1081,paper,focus,problems,情感分类
情感分类,problems,solve,method,特征选择
情感分类,problems,solve,method,深度信念网络
1082,paper,use,method,提示学习
1082,paper,focus,problems,文本分类
文本分类,problems,solve,method,提示学习
1083,paper,use,method,生成对抗网络
1083,paper,focus,problems,图像生成
图像生成,problems,solve,method,生成对抗网络
1084,paper,use,method,条件生成对抗网络
1084,paper,focus,problems,自动分割
自动分割,problems,solve,method,条件生成对抗网络
1085,paper,use,method,条件对抗网络
1085,paper,focus,problems,深度估计
深度估计,problems,solve,method,条件对抗网络
1086,paper,use,method,条件生成对抗网络
1086,paper,focus,problems,图像去雾
图像去雾,problems,solve,method,条件生成对抗网络
1087,paper,use,method,通道
1087,paper,use,method,空间注意力
1087,paper,focus,problems,目标自动检测
目标自动检测,problems,solve,method,通道
目标自动检测,problems,solve,method,空间注意力
1088,paper,use,method,通道注意力
1088,paper,use,method,边缘融合
1088,paper,focus,problems,目标分割
目标分割,problems,solve,method,通道注意力
目标分割,problems,solve,method,边缘融合
1089,paper,use,method,头实体注意力
1089,paper,focus,problems,实体关系联合抽取
实体关系联合抽取,problems,solve,method,头实体注意力
1090,paper,use,method,图卷积神经网络
1090,paper,focus,problems,欺诈检测
欺诈检测,problems,solve,method,图卷积神经网络
1091,paper,use,method,图卷积网络
1091,paper,focus,problems,故障诊断
故障诊断,problems,solve,method,图卷积网络
1092,paper,use,method,图卷积网络
1092,paper,focus,problems,文本分割
文本分割,problems,solve,method,图卷积网络
1093,paper,use,method,图卷积网络
1093,paper,use,method,门控循环单元
1093,paper,focus,problems,气温预测
气温预测,problems,solve,method,图卷积网络
气温预测,problems,solve,method,门控循环单元
1094,paper,use,method,图卷积网络
1094,paper,use,method,自注意力图池化
1094,paper,focus,problems,行人重识别
行人重识别,problems,solve,method,图卷积网络
行人重识别,problems,solve,method,自注意力图池化
1095,paper,use,method,图模型
1095,paper,use,method,注意力模型
1095,paper,focus,problems,推荐
推荐,problems,solve,method,图模型
推荐,problems,solve,method,注意力模型
1096,paper,use,method,图神经网络
1096,paper,use,method,注意力
1096,paper,focus,problems,情感识别
情感识别,problems,solve,method,图神经网络
情感识别,problems,solve,method,注意力
1097,paper,use,method,图注意力网络
1097,paper,focus,problems,图像描述生成
图像描述生成,problems,solve,method,图注意力网络
1098,paper,use,method,图注意力网络
1098,paper,use,method,双阶注意力机制
